id,vendor_id,pickup_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag
id2657479,1,2016-06-30 23:55:12,1,-73.965950012207,40.7580680847168,-73.9775238037109,40.7425270080566,N
id1262719,2,2016-06-30 23:55:04,5,-73.9863815307617,40.7620010375977,-73.9661483764648,40.7620887756348,N
id1345524,2,2016-06-30 23:54:55,1,-73.9559860229492,40.7140693664551,-73.9806823730469,40.6757354736328,N
id2911638,1,2016-06-30 23:54:45,1,-73.9841003417969,40.7427597045898,-73.9560012817383,40.7848091125488,N
id2849512,2,2016-06-30 23:54:16,3,-73.8729934692383,40.7739791870117,-73.9624404907227,40.7747116088867,N
id0236829,1,2016-06-30 23:53:06,1,-73.9676208496094,40.7628555297852,-73.9523010253906,40.7821807861328,N
id2905906,1,2016-06-30 23:52:34,1,-73.9853591918945,40.7595481872559,-73.9732666015625,40.7632942199707,Y
id3737939,1,2016-06-30 23:52:15,2,-73.9875259399414,40.765510559082,-73.9387130737305,40.8498268127441,N
id0766179,2,2016-06-30 23:51:42,2,-73.9853439331055,40.7473564147949,-73.9783782958984,40.6755714416504,N
id3422639,1,2016-06-30 23:51:28,1,-73.9790878295898,40.7553901672363,-73.9909973144531,40.7497749328613,N
id3864673,2,2016-06-30 23:50:30,2,-73.977668762207,40.7255096435547,-73.9065322875977,40.7373199462891,N
id2052707,2,2016-06-30 23:50:28,1,-74.007438659668,40.7331008911133,-73.9960479736328,40.7224617004395,N
id0591443,2,2016-06-30 23:50:28,1,-73.983268737793,40.7677993774414,-73.953369140625,40.7711982727051,N
id1686925,1,2016-06-30 23:50:15,1,-74.0083694458008,40.7042083740234,-73.9880752563477,40.7646141052246,N
id0429284,1,2016-06-30 23:50:03,1,-73.9815673828125,40.7585830688477,-74.0053253173828,40.7461166381836,N
id1860783,1,2016-06-30 23:50:00,4,-73.9850082397461,40.7324180603027,-74.0129470825195,40.7024154663086,N
id0928636,1,2016-06-30 23:49:35,1,-73.9620895385742,40.7636756896973,-73.9651641845703,40.7626838684082,N
id3904914,1,2016-06-30 23:49:26,1,-73.9766540527344,40.7480812072754,-73.9878387451172,40.7489738464355,N
id2844603,2,2016-06-30 23:49:15,1,-73.9909133911133,40.734245300293,-73.9655456542969,40.8053359985352,N
id3400686,1,2016-06-30 23:49:14,2,-73.9722900390625,40.7564964294434,-73.9913101196289,40.7499694824219,N
id1408427,2,2016-06-30 23:48:51,1,-74.0051803588867,40.7191352844238,-73.9538192749023,40.8216247558594,N
id1712395,1,2016-06-30 23:48:50,2,-73.9895477294922,40.7573776245117,-73.9726181030273,40.7934341430664,N
id2475053,2,2016-06-30 23:48:19,1,-73.9702911376953,40.7624015808105,-73.9969711303711,40.7504501342774,N
id3485082,1,2016-06-30 23:48:06,2,-73.9781265258789,40.7454986572266,-73.9822311401367,40.7597541809082,N
id0827714,1,2016-06-30 23:47:30,3,-73.9847106933594,40.7480964660645,-73.9966506958008,40.7493515014648,N
id2765337,2,2016-06-30 23:47:07,1,-73.9873580932617,40.7563514709473,-73.9783096313477,40.7524185180664,N
id3139513,2,2016-06-30 23:46:37,2,-73.9941101074219,40.7463798522949,-73.9920196533203,40.7182502746582,N
id1823365,1,2016-06-30 23:46:22,1,-73.9446487426758,40.779598236084,-73.9488754272461,40.773551940918,N
id2690061,2,2016-06-30 23:46:11,1,-73.9890594482422,40.7442016601563,-73.9895172119141,40.7679405212402,N
id2214549,1,2016-06-30 23:45:49,1,-74.0013732910156,40.7413444519043,-73.9771118164063,40.7497863769531,N
id0552977,1,2016-06-30 23:45:48,3,-73.980842590332,40.7420310974121,-73.9723663330078,40.7562866210938,N
id1556775,2,2016-06-30 23:45:46,1,-73.9890213012695,40.7215995788574,-74.004150390625,40.7060508728027,N
id0364901,1,2016-06-30 23:45:17,2,-73.9756088256836,40.7453689575195,-73.9468231201172,40.7763977050781,N
id3345419,2,2016-06-30 23:44:32,1,-73.9874038696289,40.7217292785645,-73.9994583129883,40.6933975219727,N
id0814840,1,2016-06-30 23:44:31,2,-73.7876434326172,40.6419181823731,-73.971549987793,40.6763954162598,N
id3159174,1,2016-06-30 23:44:16,1,-73.8657684326172,40.7709693908691,-73.991081237793,40.677848815918,N
id3650870,2,2016-06-30 23:43:38,6,-73.7877731323242,40.6416893005371,-73.7009506225586,40.7169914245606,N
id2576205,1,2016-06-30 23:42:58,1,-73.9987564086914,40.7320594787598,-73.9836044311523,40.725944519043,N
id3408993,2,2016-06-30 23:42:17,2,-73.9743270874024,40.7505416870117,-73.9759216308594,40.7325096130371,N
id1969762,2,2016-06-30 23:41:53,1,-73.9865036010742,40.7181816101074,-74.0086822509766,40.7406311035156,N
id3043563,2,2016-06-30 23:41:38,5,-73.98974609375,40.7521934509277,-73.9932327270508,40.7226676940918,N
id0697361,1,2016-06-30 23:41:33,1,-73.9515533447266,40.7232704162598,-73.9561080932617,40.7171897888184,N
id0527242,1,2016-06-30 23:41:23,1,-73.9900207519531,40.7294654846191,-73.9577560424805,40.7112884521484,N
id1890566,2,2016-06-30 23:41:07,1,-73.9807968139648,40.7535591125488,-73.9428634643555,40.7874412536621,N
id0882843,1,2016-06-30 23:41:05,1,-73.7879409790039,40.6415176391602,-73.9669876098633,40.7568473815918,N
id2126329,2,2016-06-30 23:40:55,1,-73.9932632446289,40.7420234680176,-73.9426803588867,40.5994338989258,N
id3443802,2,2016-06-30 23:40:54,1,-73.9818420410156,40.7553367614746,-73.9605102539062,40.7613716125488,N
id1114580,2,2016-06-30 23:40:47,1,-73.9855880737305,40.7460784912109,-73.9922790527344,40.724609375,N
id2529811,1,2016-06-30 23:40:22,3,-73.9898910522461,40.740837097168,-73.9964752197266,40.766658782959,N
id1792589,1,2016-06-30 23:40:20,1,-73.9924774169922,40.7582969665527,-73.9807815551758,40.7480125427246,N
id0071844,1,2016-06-30 23:39:44,1,-73.9879455566406,40.7379913330078,-73.9910736083984,40.7192840576172,N
id3468683,1,2016-06-30 23:39:41,1,-73.9957656860352,40.7538566589355,-73.9860916137695,40.7434005737305,N
id2108605,2,2016-06-30 23:39:39,3,-73.9775161743164,40.7523040771484,-73.9994888305664,40.76123046875,N
id3353510,1,2016-06-30 23:39:21,1,-73.9836196899414,40.7436676025391,-74.0048828125,40.7408065795898,N
id1707352,1,2016-06-30 23:38:45,1,-73.9629669189453,40.7191467285156,-73.8953857421875,40.6938972473145,N
id1650458,1,2016-06-30 23:38:33,4,-74.0040817260742,40.742057800293,-73.9743499755859,40.7638473510742,N
id2175910,1,2016-06-30 23:38:28,1,-74.009765625,40.7031555175781,-73.9961776733398,40.6780548095703,N
id1443779,2,2016-06-30 23:38:21,1,-73.9857025146484,40.7272567749024,-73.9806747436523,40.7458267211914,N
id2459479,1,2016-06-30 23:38:16,3,-73.9810180664063,40.7532768249512,-73.9076232910156,40.7785797119141,N
id0358410,1,2016-06-30 23:38:12,1,-74.0056991577148,40.7506370544434,-73.9885482788086,40.722843170166,N
id0582396,1,2016-06-30 23:37:43,1,-73.9675674438477,40.7576637268066,-73.9926147460938,40.7411689758301,N
id2262648,1,2016-06-30 23:37:29,1,-73.9906539916992,40.7399215698242,-73.9723587036133,40.7450752258301,N
id2422279,1,2016-06-30 23:37:21,1,-73.9966888427734,40.7375221252441,-73.9877014160156,40.7556762695313,N
id3993739,1,2016-06-30 23:37:14,1,-74.0011291503906,40.7313995361328,-73.9917144775391,40.7589263916016,N
id2578671,1,2016-06-30 23:37:07,2,-73.9795913696289,40.7526397705078,-73.952995300293,40.7774467468262,N
id3313356,2,2016-06-30 23:37:04,1,-73.9651031494141,40.7690887451172,-73.9526596069336,40.7804183959961,N
id0526259,2,2016-06-30 23:36:57,1,-73.987419128418,40.7218284606934,-73.9456481933594,40.7151718139648,N
id2384843,2,2016-06-30 23:36:23,2,-73.9928283691406,40.7582664489746,-74.0059280395508,40.724781036377,N
id1266405,2,2016-06-30 23:36:02,1,-73.9968795776367,40.7204284667969,-73.9900894165039,40.7201385498047,N
id2043002,2,2016-06-30 23:35:45,1,-73.9829483032227,40.7617683410645,-73.9936447143555,40.7303924560547,N
id1284494,2,2016-06-30 23:35:41,1,-73.9964370727539,40.763500213623,-73.9753723144531,40.7522888183594,N
id0226404,1,2016-06-30 23:35:06,1,-73.9504928588867,40.7753562927246,-73.9403533935547,40.8479843139648,N
id1170300,1,2016-06-30 23:34:42,1,-73.9999160766602,40.7252883911133,-73.9127807617188,40.7628593444824,N
id1309256,2,2016-06-30 23:34:41,5,-73.9769134521484,40.7266426086426,-73.9558944702148,40.813777923584,N
id3645922,2,2016-06-30 23:34:16,1,-73.9754180908203,40.749755859375,-73.9475631713867,40.7886047363281,N
id1595264,1,2016-06-30 23:33:22,1,-73.9772338867188,40.7519645690918,-73.9858932495117,40.7268257141113,N
id2594446,1,2016-06-30 23:33:18,3,-73.9973220825195,40.719123840332,-73.9902954101563,40.7499351501465,N
id0777968,1,2016-06-30 23:32:41,1,-74.00048828125,40.7274017333984,-73.9999694824219,40.7613372802734,N
id0426749,1,2016-06-30 23:32:09,4,-73.9863510131836,40.7557563781738,-73.9476852416992,40.7521553039551,N
id1300331,1,2016-06-30 23:31:56,1,-73.9667434692383,40.7640037536621,-73.9551544189453,40.7725105285645,N
id1220261,1,2016-06-30 23:31:32,1,-73.9715270996094,40.8044395446777,-73.9499435424805,40.8218955993652,N
id2859902,2,2016-06-30 23:30:54,6,-74.007438659668,40.7434730529785,-73.994873046875,40.7501983642578,N
id2726399,2,2016-06-30 23:30:39,1,-73.9928894042969,40.742790222168,-73.9763336181641,40.7408905029297,N
id1653770,2,2016-06-30 23:30:32,1,-73.9369277954102,40.7546424865723,-73.9445495605469,40.7123908996582,N
id2785851,2,2016-06-30 23:30:12,1,-73.983512878418,40.7423515319824,-73.9712066650391,40.7503204345703,N
id2023315,1,2016-06-30 23:29:57,1,-73.9810791015625,40.7415771484375,-73.9726181030273,40.79248046875,N
id0603959,2,2016-06-30 23:29:24,1,-73.9748916625977,40.761589050293,-73.9873962402344,40.7471694946289,N
id0521659,2,2016-06-30 23:28:31,2,-74.0099334716797,40.7049865722656,-73.9445419311523,40.7115821838379,N
id2972142,1,2016-06-30 23:28:22,1,-73.982551574707,40.7848472595215,-73.9635391235352,40.7686729431152,N
id0127362,2,2016-06-30 23:28:13,1,-73.9808883666992,40.7537117004395,-73.9529876708984,40.7717514038086,N
id0349746,1,2016-06-30 23:28:11,1,-73.9765243530273,40.7515830993652,-73.9558563232422,40.7679557800293,N
id3125801,2,2016-06-30 23:27:49,2,-73.9829483032227,40.7716484069824,-73.9807739257813,40.7249069213867,N
id2552900,1,2016-06-30 23:27:36,2,-73.9889984130859,40.7214317321777,-73.9892120361328,40.7567138671875,N
id3564322,2,2016-06-30 23:26:42,1,-73.8708572387695,40.7737998962402,-73.9458618164062,40.7779884338379,N
id2217703,1,2016-06-30 23:26:11,1,-73.9752426147461,40.7413711547852,-73.9598007202148,40.7686233520508,N
id2125163,1,2016-06-30 23:25:49,4,-73.9855422973633,40.7471466064453,-73.977668762207,40.7259864807129,N
id1668771,2,2016-06-30 23:25:36,1,-73.9798126220703,40.7524299621582,-73.9613037109375,40.7120590209961,N
id0448827,1,2016-06-30 23:25:34,1,-73.9555892944336,40.779468536377,-73.9639053344727,40.7926368713379,N
id0684597,1,2016-06-30 23:25:06,1,-74.0013122558594,40.7363739013672,-73.994987487793,40.7428741455078,N
id2485399,2,2016-06-30 23:24:53,1,-74.0074844360352,40.7259330749512,-73.9859848022461,40.7309379577637,N
id1804505,2,2016-06-30 23:24:27,5,-73.99072265625,40.7561912536621,-73.9360961914062,40.798900604248,N
id3202512,2,2016-06-30 23:24:11,1,-73.981071472168,40.750431060791,-73.9638595581055,40.7577896118164,N
id3544706,1,2016-06-30 23:24:08,1,-73.9832000732422,40.7445602416992,-73.9549942016602,40.7691116333008,N
id0976070,1,2016-06-30 23:22:46,1,-73.9856719970703,40.7230567932129,-73.9779281616211,40.7260360717774,N
id2451797,2,2016-06-30 23:22:18,1,-73.9817428588867,40.7408981323242,-73.9564208984375,40.7753601074219,N
id0377405,1,2016-06-30 23:22:09,1,-73.9872360229492,40.7330017089844,-73.9768676757813,40.7272987365723,N
id2195452,1,2016-06-30 23:22:00,1,-73.9599914550781,40.770751953125,-73.9599914550781,40.770751953125,N
id0876799,1,2016-06-30 23:21:36,1,-73.9757843017578,40.7555084228516,-73.9727554321289,40.785701751709,N
id3716230,1,2016-06-30 23:20:43,2,-73.9487686157227,40.7737312316895,-73.9748229980469,40.7530021667481,N
id0392392,2,2016-06-30 23:20:41,1,-73.9655075073242,40.7619667053223,-73.9746704101563,40.7528686523438,N
id1615256,1,2016-06-30 23:20:36,2,-74.0022277832031,40.738712310791,-73.9767837524414,40.7500152587891,N
id1358922,2,2016-06-30 23:20:18,2,-73.9545211791992,40.7779808044434,-73.9429931640625,40.7874984741211,N
id2648035,2,2016-06-30 23:20:02,1,-73.9651260375977,40.7595252990723,-73.9220886230469,40.7636566162109,N
id2678173,1,2016-06-30 23:19:28,3,-74.0028533935547,40.7438812255859,-74.0043487548828,40.7519073486328,N
id1760464,1,2016-06-30 23:19:07,1,-74.0049514770508,40.723087310791,-73.9540710449219,40.7720069885254,N
id3723177,1,2016-06-30 23:18:54,1,-73.9826965332031,40.7617340087891,-73.9811935424805,40.7735023498535,N
id2111062,2,2016-06-30 23:18:53,2,-74.0041732788086,40.751838684082,-73.9884338378906,40.7649230957031,N
id1353681,2,2016-06-30 23:18:52,1,-73.9403076171875,40.8090515136719,-73.9808197021484,40.7506713867187,N
id2604302,1,2016-06-30 23:18:32,1,-74.0003967285156,40.7324638366699,-73.9974594116211,40.7193756103516,N
id1442028,1,2016-06-30 23:17:55,1,-73.9737243652344,40.7434272766113,-73.9765472412109,40.7517852783203,N
id3094517,1,2016-06-30 23:17:53,2,-73.9693374633789,40.7979927062988,-73.9483337402344,40.8039474487305,N
id0130846,1,2016-06-30 23:17:35,1,-73.9935836791992,40.7212638854981,-73.9912719726563,40.7501106262207,N
id1177771,1,2016-06-30 23:17:35,1,-73.9619369506836,40.7734413146973,-73.9658126831055,40.7527580261231,N
id0276992,1,2016-06-30 23:17:34,1,-74.0041656494141,40.7423820495606,-73.9489669799805,40.6272964477539,N
id3214777,1,2016-06-30 23:16:59,2,-74.0043182373047,40.707332611084,-73.991569519043,40.6978492736816,N
id3613100,2,2016-06-30 23:16:57,1,-73.9655075073242,40.7651901245117,-73.9499435424805,40.7820816040039,N
id3196583,1,2016-06-30 23:16:38,1,-74.002815246582,40.7605285644531,-73.9902191162109,40.7465171813965,N
id3273243,1,2016-06-30 23:16:10,1,-73.9908294677734,40.7458763122559,-73.9216156005859,40.7626571655274,N
id0585259,1,2016-06-30 23:16:04,2,-73.9661483764648,40.7647361755371,-73.9796447753906,40.7897033691406,N
id0562890,2,2016-06-30 23:15:59,6,-73.9553680419922,40.7685317993164,-73.9502334594727,40.7615394592285,N
id2584115,2,2016-06-30 23:15:12,1,-73.9825286865234,40.7232513427734,-73.9485397338867,40.7096900939941,N
id2329025,2,2016-06-30 23:15:09,3,-73.9979705810547,40.7136917114258,-73.9909896850586,40.7652168273926,N
id0975674,1,2016-06-30 23:14:39,1,-74.0025939941406,40.7340850830078,-73.9745407104492,40.7534980773926,N
id0139753,2,2016-06-30 23:14:33,1,-73.9917678833008,40.7648887634277,-73.9789810180664,40.7445182800293,N
id0394293,1,2016-06-30 23:14:31,1,-73.9998474121094,40.7615280151367,-73.988395690918,40.7649192810059,N
id2144237,1,2016-06-30 23:14:28,1,-73.9736328125,40.750431060791,-73.9633865356445,40.7659301757812,N
id0495393,2,2016-06-30 23:14:16,2,-73.9883804321289,40.7315635681152,-73.9430084228516,40.7061157226562,N
id1671429,1,2016-06-30 23:14:16,1,-73.9839019775391,40.7651214599609,-73.9892272949219,40.776798248291,N
id1155279,1,2016-06-30 23:14:12,1,-73.9400939941406,40.7510375976563,-73.9821395874023,40.7742195129395,N
id3780029,2,2016-06-30 23:14:01,1,-73.9790802001953,40.7445182800293,-73.9225387573242,40.760009765625,N
id3759898,1,2016-06-30 23:13:41,1,-73.9854354858398,40.757942199707,-73.967887878418,40.710865020752,N
id2068572,1,2016-06-30 23:13:28,1,-73.9860458374023,40.7576942443848,-73.9917831420898,40.7492027282715,N
id3029354,2,2016-06-30 23:13:16,3,-73.9756927490234,40.7820892333984,-73.981071472168,40.7742385864258,N
id1233395,1,2016-06-30 23:11:39,2,-74.0105743408203,40.7047348022461,-73.9804229736328,40.7423324584961,N
id1971234,2,2016-06-30 23:11:37,5,-74.0104446411133,40.7201347351074,-73.9972229003906,40.7375526428223,N
id2146947,1,2016-06-30 23:10:58,1,-73.9879150390625,40.7543563842773,-73.9938354492188,40.7462158203125,N
id0248956,2,2016-06-30 23:10:15,3,-73.9834060668945,40.7397537231445,-73.9271087646484,40.7627906799316,N
id2832032,2,2016-06-30 23:10:02,1,-73.9610214233398,40.7607917785645,-73.9497222900391,40.7723236083984,N
id3381322,1,2016-06-30 23:09:53,1,-73.9800186157227,40.765567779541,-73.9790420532227,40.7775077819824,N
id3174102,1,2016-06-30 23:09:38,1,-73.9954528808594,40.720832824707,-73.973274230957,40.7438278198242,N
id3841591,1,2016-06-30 23:09:09,1,-73.9797744750977,40.726978302002,-74.0022125244141,40.7387084960938,N
id2828449,1,2016-06-30 23:08:34,2,-73.8729782104492,40.7741508483887,-73.9745407104492,40.7558212280273,Y
id0132202,2,2016-06-30 23:08:27,1,-73.9834136962891,40.7439613342285,-73.9781875610352,40.7533912658691,N
id2155048,2,2016-06-30 23:07:03,1,-74.0004272460938,40.7274208068848,-74.0026779174805,40.7266807556152,N
id1478994,1,2016-06-30 23:06:52,4,-73.7791595458984,40.6474876403809,-73.7326126098633,40.6815185546875,N
id0152661,2,2016-06-30 23:06:27,2,-74.0129318237305,40.7161407470703,-74.0101776123047,40.7244911193848,N
id2557936,2,2016-06-30 23:05:58,5,-73.9835433959961,40.7658500671387,-73.9623107910156,40.7634696960449,N
id1132188,2,2016-06-30 23:05:49,2,-74.0079574584961,40.7404098510742,-73.9948577880859,40.7213516235352,N
id2600155,1,2016-06-30 23:05:39,1,-73.9332046508789,40.7585334777832,-73.9294815063477,40.7585639953613,N
id1370403,1,2016-06-30 23:05:32,1,-73.9867935180664,40.7614059448242,-73.8364944458008,40.8652153015137,N
id1391881,1,2016-06-30 23:05:25,2,-73.9926910400391,40.7186584472656,-73.9845352172852,40.7287139892578,N
id0469584,1,2016-06-30 23:05:09,1,-73.9814071655273,40.7632102966309,-73.9451522827148,40.7785606384277,N
id1884057,1,2016-06-30 23:05:05,2,-73.9883880615234,40.7457008361816,-74.0106887817383,40.7090301513672,N
id3437390,2,2016-06-30 23:05:03,1,-73.9768295288086,40.7880592346191,-73.9820327758789,40.7787017822266,N
id2139791,2,2016-06-30 23:04:57,1,-73.9786987304688,40.7345504760742,-73.9955291748047,40.6792411804199,N
id2824398,1,2016-06-30 23:04:33,3,-73.9830932617187,40.7496109008789,-73.9866409301758,40.7296752929688,N
id2349329,1,2016-06-30 23:04:27,1,-73.9586868286133,40.7638397216797,-73.9900207519531,40.7670783996582,N
id2767155,2,2016-06-30 23:04:24,1,-73.9548492431641,40.7732810974121,-73.9731597900391,40.7484512329102,N
id2510692,1,2016-06-30 23:04:16,1,-73.9804382324219,40.7646102905273,-73.9471206665039,40.8156929016113,N
id0572623,2,2016-06-30 23:04:03,1,-74.0009536743164,40.7365417480469,-73.9672622680664,40.7880897521973,N
id1394395,1,2016-06-30 23:03:46,2,-74.001091003418,40.7314796447754,-73.9893264770508,40.7575454711914,N
id1555305,2,2016-06-30 23:02:55,1,-73.9863967895508,40.7321701049805,-73.8963775634766,40.7010192871094,N
id2420516,2,2016-06-30 23:02:52,5,-74.0090408325195,40.713451385498,-74.0054779052734,40.7201614379883,N
id1500597,1,2016-06-30 23:02:19,1,-73.9810562133789,40.7821311950684,-74.0146408081055,40.7181129455566,N
id1899288,1,2016-06-30 23:02:18,1,-74.0051879882813,40.7205009460449,-74.005241394043,40.7211723327637,N
id1472524,1,2016-06-30 23:00:57,1,-73.9750747680664,40.765193939209,-73.9732894897461,40.7639694213867,N
id1993020,1,2016-06-30 23:00:52,1,-74.0135345458984,40.7135772705078,-73.9723739624023,40.7949180603027,N
id2273329,2,2016-06-30 23:00:17,1,-73.9776306152344,40.7521057128906,-73.9665298461914,40.7670555114746,N
id0927586,1,2016-06-30 23:00:01,1,-73.984001159668,40.7615051269531,-74.0039443969727,40.7347297668457,N
id3405349,2,2016-06-30 22:59:59,1,-74.0091018676758,40.7169609069824,-73.9735794067383,40.7643814086914,N
id2695311,2,2016-06-30 22:59:36,1,-73.9919509887695,40.744010925293,-73.953498840332,40.8068809509277,N
id1383806,1,2016-06-30 22:58:55,1,-74.0076446533203,40.7406425476074,-73.9645004272461,40.7729606628418,N
id1457117,1,2016-06-30 22:58:40,1,-73.9676742553711,40.7560844421387,-73.9836044311523,40.7357864379883,N
id2319880,1,2016-06-30 22:58:32,1,-73.9768829345703,40.7516670227051,-73.9762191772461,40.7442359924316,N
id0012779,1,2016-06-30 22:57:54,1,-73.7899780273438,40.6436347961426,-73.9523696899414,40.7670364379883,N
id0188228,1,2016-06-30 22:57:41,1,-73.9487075805664,40.774055480957,-73.9550094604492,40.7802581787109,N
id0531829,1,2016-06-30 22:57:07,4,-73.9843521118164,40.7369422912598,-73.9622421264648,40.7590484619141,N
id2839388,2,2016-06-30 22:56:48,1,-73.7819900512695,40.6446838378906,-73.7990646362305,40.6677627563477,N
id3588198,2,2016-06-30 22:56:34,1,-73.9547348022461,40.7655982971191,-73.9615097045899,40.7627296447754,N
id1534831,1,2016-06-30 22:56:20,1,-73.9874725341797,40.7325477600098,-73.9822692871094,40.7235794067383,N
id0701015,1,2016-06-30 22:55:09,1,-73.9912414550781,40.723876953125,-74.0056076049805,40.7368469238281,N
id3953534,2,2016-06-30 22:54:49,2,-73.9843597412109,40.7430686950684,-73.9985733032227,40.7543601989746,N
id2307884,2,2016-06-30 22:54:48,2,-73.8709487915039,40.7737083435059,-73.7958145141602,40.7818374633789,N
id0778023,2,2016-06-30 22:54:28,1,-73.9476623535156,40.7794952392578,-73.9421005249023,40.7896423339844,N
id1308073,2,2016-06-30 22:54:09,1,-74.0060577392578,40.7350311279297,-74.0107574462891,40.7161598205566,N
id0576533,1,2016-06-30 22:54:04,1,-73.9869613647461,40.7658958435059,-73.946044921875,40.7812194824219,N
id1349994,2,2016-06-30 22:54:01,2,-73.9798126220703,40.7589378356934,-73.9822616577149,40.7398529052734,N
id2467928,1,2016-06-30 22:53:56,2,-73.9797821044922,40.7710762023926,-73.9712448120117,40.7452926635742,N
id3351750,1,2016-06-30 22:53:51,1,-73.9628067016602,40.7751731872559,-73.9569473266602,40.7803916931152,N
id3562352,2,2016-06-30 22:53:39,3,-73.9597396850586,40.7794494628906,-73.892463684082,40.7470703125,N
id0428290,2,2016-06-30 22:52:46,1,-73.9725036621094,40.7639999389648,-73.9480819702149,40.8040390014648,N
id0271028,2,2016-06-30 22:52:37,2,-73.985725402832,40.7269859313965,-73.9910583496094,40.6853561401367,N
id3718272,2,2016-06-30 22:52:35,2,-74.0093307495117,40.714771270752,-73.9872207641602,40.7299308776855,N
id2509234,2,2016-06-30 22:52:00,1,-73.9899520874023,40.7516212463379,-73.9877166748047,40.7464904785156,N
id1388591,1,2016-06-30 22:51:46,1,-74.0054016113281,40.739933013916,-73.9792785644531,40.7498283386231,N
id3122246,1,2016-06-30 22:51:44,2,-73.9769058227539,40.7499122619629,-73.9743423461914,40.7442283630371,N
id1842326,1,2016-06-30 22:51:20,1,-73.9752960205078,40.7521781921387,-73.9845581054688,40.7231712341309,N
id3529394,1,2016-06-30 22:50:06,3,-74.0047149658203,40.7302284240723,-73.9991912841797,40.7444839477539,N
id1520129,2,2016-06-30 22:50:03,6,-74.0050506591797,40.7201995849609,-73.9817276000977,40.7571296691895,N
id0338551,2,2016-06-30 22:50:00,2,-73.9808044433594,40.7446022033691,-73.9981384277344,40.7355651855469,N
id1208751,1,2016-06-30 22:49:59,2,-73.9850692749023,40.747917175293,-73.9842910766602,40.7558784484863,N
id3406262,1,2016-06-30 22:49:39,1,-73.9883193969727,40.7443008422852,-73.9856185913086,40.7621002197266,N
id1769589,1,2016-06-30 22:49:39,3,-73.9890594482422,40.7580680847168,-73.9944000244141,40.7195587158203,N
id2867593,1,2016-06-30 22:49:35,3,-73.9822235107422,40.7425231933594,-73.97412109375,40.7440986633301,N
id0822086,2,2016-06-30 22:49:13,1,-73.9893493652344,40.7629356384277,-74.0029296875,40.7605934143066,N
id1309623,1,2016-06-30 22:49:04,1,-74.0028228759766,40.7454071044922,-73.9520797729492,40.8131103515625,N
id0837556,1,2016-06-30 22:48:47,1,-74.0136642456055,40.7136459350586,-73.968505859375,40.7915229797363,N
id0641228,2,2016-06-30 22:47:39,2,-73.9824676513672,40.7775382995605,-73.9636688232422,40.8028411865234,N
id3095104,2,2016-06-30 22:47:24,1,-73.9927978515625,40.7372398376465,-73.9804763793945,40.7481193542481,N
